area_key,parent_area_key,siteid,source_block,source_replicate,type,size,units,restoration_start_year,restoration_type,disturbance_end_year
plot:166:1101:33,block:166:1101,166,1101,33,plot,0.125,m2,2014,seeding,
plot:166:1101:43,block:166:1101,166,1101,43,plot,0.125,m2,2014,seeding,
plot:166:1101:53,block:166:1101,166,1101,53,plot,0.125,m2,2014,seeding,
block:166:11010,,166,11010,,block,,m2,2014,seeding,
plot:166:11010:422,block:166:11010,166,11010,422,plot,0.25,m2,2014,seeding,
plot:166:11010:462,block:166:11010,166,11010,462,plot,0.25,m2,2014,seeding,
plot:166:11010:502,block:166:11010,166,11010,502,plot,0.25,m2,2014,seeding,
plot:166:11010:542,block:166:11010,166,11010,542,plot,0.25,m2,2014,seeding,
plot:166:11010:582,block:166:11010,166,11010,582,plot,0.25,m2,2014,seeding,
block:166:11011,,166,11011,,block,,m2,2014,seeding,
plot:166:11011:463,block:166:11011,166,11011,463,plot,0.25,m2,2014,seeding,
plot:166:11011:503,block:166:11011,166,11011,503,plot,0.25,m2,2014,seeding,
plot:166:11011:543,block:166:11011,166,11011,543,plot,0.25,m2,2014,seeding,
plot:166:11011:573,block:166:11011,166,11011,573,plot,0.25,m2,2014,seeding,
plot:166:11011:613,block:166:11011,166,11011,613,plot,0.25,m2,2014,seeding,
block:166:11012,,166,11012,,block,,m2,2014,seeding,
plot:166:11012:101,block:166:11012,166,11012,101,plot,0.25,m2,2014,seeding,
plot:166:11012:141,block:166:11012,166,11012,141,plot,0.25,m2,2014,seeding,
plot:166:11012:181,block:166:11012,166,11012,181,plot,0.25,m2,2014,seeding,
plot:166:11012:21,block:166:11012,166,11012,21,plot,0.25,m2,2014,seeding,
plot:166:11012:61,block:166:11012,166,11012,61,plot,0.25,m2,2014,seeding,
block:166:1102,,166,1102,,block,,m2,2014,seeding,
plot:166:1102:12,block:166:1102,166,1102,12,plot,0.125,m2,2014,seeding,
plot:166:1102:22,block:166:1102,166,1102,22,plot,0.125,m2,2014,seeding,
plot:166:1102:32,block:166:1102,166,1102,32,plot,0.125,m2,2014,seeding,
plot:166:1102:42,block:166:1102,166,1102,42,plot,0.125,m2,2014,seeding,
plot:166:1102:52,block:166:1102,166,1102,52,plot,0.125,m2,2014,seeding,
block:166:1103,,166,1103,,block,,m2,2014,seeding,
plot:166:1103:12,block:166:1103,166,1103,12,plot,0.125,m2,2014,seeding,
plot:166:1103:22,block:166:1103,166,1103,22,plot,0.125,m2,2014,seeding,
plot:166:1103:32,block:166:1103,166,1103,32,plot,0.125,m2,2014,seeding,
plot:166:1103:42,block:166:1103,166,1103,42,plot,0.125,m2,2014,seeding,
plot:166:1103:52,block:166:1103,166,1103,52,plot,0.125,m2,2014,seeding,
block:166:1104,,166,1104,,block,,m2,2014,seeding,
plot:166:1104:113,block:166:1104,166,1104,113,plot,0.125,m2,2014,seeding,
plot:166:1104:123,block:166:1104,166,1104,123,plot,0.125,m2,2014,seeding,
plot:166:1104:133,block:166:1104,166,1104,133,plot,0.125,m2,2014,seeding,
plot:166:1104:143,block:166:1104,166,1104,143,plot,0.125,m2,2014,seeding,
plot:166:1104:153,block:166:1104,166,1104,153,plot,0.125,m2,2014,seeding,
block:166:1105,,166,1105,,block,,m2,2014,seeding,
plot:166:1105:11,block:166:1105,166,1105,11,plot,0.125,m2,2014,seeding,
plot:166:1105:21,block:166:1105,166,1105,21,plot,0.125,m2,2014,seeding,
plot:166:1105:31,block:166:1105,166,1105,31,plot,0.125,m2,2014,seeding,
plot:166:1105:41,block:166:1105,166,1105,41,plot,0.125,m2,2014,seeding,
plot:166:1105:51,block:166:1105,166,1105,51,plot,0.125,m2,2014,seeding,
block:166:1106,,166,1106,,block,,m2,2014,seeding,
plot:166:1106:113,block:166:1106,166,1106,113,plot,0.125,m2,2014,seeding,
plot:166:1106:123,block:166:1106,166,1106,123,plot,0.125,m2,2014,seeding,
plot:166:1106:133,block:166:1106,166,1106,133,plot,0.125,m2,2014,seeding,
plot:166:1106:143,block:166:1106,166,1106,143,plot,0.125,m2,2014,seeding,
plot:166:1106:153,block:166:1106,166,1106,153,plot,0.125,m2,2014,seeding,
block:166:1107,,166,1107,,block,,m2,2014,seeding,
plot:166:1107:12,block:166:1107,166,1107,12,plot,0.125,m2,2014,seeding,
plot:166:1107:22,block:166:1107,166,1107,22,plot,0.125,m2,2014,seeding,
plot:166:1107:32,block:166:1107,166,1107,32,plot,0.125,m2,2014,seeding,
plot:166:1107:42,block:166:1107,166,1107,42,plot,0.125,m2,2014,seeding,
plot:166:1107:52,block:166:1107,166,1107,52,plot,0.125,m2,2014,seeding,
block:166:1108,,166,1108,,block,,m2,2014,seeding,
plot:166:1108:11,block:166:1108,166,1108,11,plot,0.125,m2,2014,seeding,
plot:166:1108:21,block:166:1108,166,1108,21,plot,0.125,m2,2014,seeding,
plot:166:1108:31,block:166:1108,166,1108,31,plot,0.125,m2,2014,seeding,
plot:166:1108:41,block:166:1108,166,1108,41,plot,0.125,m2,2014,seeding,
plot:166:1108:51,block:166:1108,166,1108,51,plot,0.125,m2,2014,seeding,
block:166:1109,,166,1109,,block,,m2,2014,seeding,
plot:166:1109:11,block:166:1109,166,1109,11,plot,0.125,m2,2014,seeding,
plot:166:1109:21,block:166:1109,166,1109,21,plot,0.125,m2,2014,seeding,
plot:166:1109:31,block:166:1109,166,1109,31,plot,0.125,m2,2014,seeding,
plot:166:1109:41,block:166:1109,166,1109,41,plot,0.125,m2,2014,seeding,
plot:166:1109:51,block:166:1109,166,1109,51,plot,0.125,m2,2014,seeding,
block:166:1110,,166,1110,,block,,m2,2014,seeding,
plot:166:1110:13,block:166:1110,166,1110,13,plot,0.125,m2,2014,seeding,
plot:166:1110:23,block:166:1110,166,1110,23,plot,0.125,m2,2014,seeding,
plot:166:1110:33,block:166:1110,166,1110,33,plot,0.125,m2,2014,seeding,
plot:166:1110:43,block:166:1110,166,1110,43,plot,0.125,m2,2014,seeding,
plot:166:1110:53,block:166:1110,166,1110,53,plot,0.125,m2,2014,seeding,
block:166:11101,,166,11101,,block,,m2,2014,seeding,
plot:166:11101:103,block:166:11101,166,11101,103,plot,0.25,m2,2014,seeding,
plot:166:11101:143,block:166:11101,166,11101,143,plot,0.25,m2,2014,seeding,
plot:166:11101:183,block:166:11101,166,11101,183,plot,0.25,m2,2014,seeding,
plot:166:11101:23,block:166:11101,166,11101,23,plot,0.25,m2,2014,seeding,
plot:166:11101:63,block:166:11101,166,11101,63,plot,0.25,m2,2014,seeding,
block:166:11107,,166,11107,,block,,m2,2014,seeding,
plot:166:11107:102,block:166:11107,166,11107,102,plot,0.25,m2,2014,seeding,
plot:166:11107:142,block:166:11107,166,11107,142,plot,0.25,m2,2014,seeding,
plot:166:11107:182,block:166:11107,166,11107,182,plot,0.25,m2,2014,seeding,
plot:166:11107:22,block:166:11107,166,11107,22,plot,0.25,m2,2014,seeding,
plot:166:11107:62,block:166:11107,166,11107,62,plot,0.25,m2,2014,seeding,
block:166:11108,,166,11108,,block,,m2,2014,seeding,
plot:166:11108:101,block:166:11108,166,11108,101,plot,0.25,m2,2014,seeding,
plot:166:11108:141,block:166:11108,166,11108,141,plot,0.25,m2,2014,seeding,
plot:166:11108:181,block:166:11108,166,11108,181,plot,0.25,m2,2014,seeding,
plot:166:11108:21,block:166:11108,166,11108,21,plot,0.25,m2,2014,seeding,
plot:166:11108:61,block:166:11108,166,11108,61,plot,0.25,m2,2014,seeding,
block:166:1111,,166,1111,,block,,m2,2014,seeding,
plot:166:1111:12,block:166:1111,166,1111,12,plot,0.125,m2,2014,seeding,
plot:166:1111:22,block:166:1111,166,1111,22,plot,0.125,m2,2014,seeding,
plot:166:1111:32,block:166:1111,166,1111,32,plot,0.125,m2,2014,seeding,
plot:166:1111:42,block:166:1111,166,1111,42,plot,0.125,m2,2014,seeding,
plot:166:1111:52,block:166:1111,166,1111,52,plot,0.125,m2,2014,seeding,
block:166:11110,,166,11110,,block,,m2,2014,seeding,
plot:166:11110:103,block:166:11110,166,11110,103,plot,0.25,m2,2014,seeding,
plot:166:11110:143,block:166:11110,166,11110,143,plot,0.25,m2,2014,seeding,
plot:166:11110:183,block:166:11110,166,11110,183,plot,0.25,m2,2014,seeding,
plot:166:11110:23,block:166:11110,166,11110,23,plot,0.25,m2,2014,seeding,
plot:166:11110:63,block:166:11110,166,11110,63,plot,0.25,m2,2014,seeding,
block:166:11116,,166,11116,,block,,m2,2014,seeding,
plot:166:11116:102,block:166:11116,166,11116,102,plot,0.25,m2,2014,seeding,
plot:166:11116:142,block:166:11116,166,11116,142,plot,0.25,m2,2014,seeding,
plot:166:11116:182,block:166:11116,166,11116,182,plot,0.25,m2,2014,seeding,
plot:166:11116:22,block:166:11116,166,11116,22,plot,0.25,m2,2014,seeding,
plot:166:11116:62,block:166:11116,166,11116,62,plot,0.25,m2,2014,seeding,
block:166:11117,,166,11117,,block,,m2,2014,seeding,
plot:166:11117:421,block:166:11117,166,11117,421,plot,0.25,m2,2014,seeding,
plot:166:11117:481,block:166:11117,166,11117,481,plot,0.25,m2,2014,seeding,
plot:166:11117:501,block:166:11117,166,11117,501,plot,0.25,m2,2014,seeding,
plot:166:11117:541,block:166:11117,166,11117,541,plot,0.25,m2,2014,seeding,
plot:166:11117:581,block:166:11117,166,11117,581,plot,0.25,m2,2014,seeding,
block:166:1112,,166,1112,,block,,m2,2014,seeding,
plot:166:1112:12,block:166:1112,166,1112,12,plot,0.125,m2,2014,seeding,
plot:166:1112:22,block:166:1112,166,1112,22,plot,0.125,m2,2014,seeding,
plot:166:1112:32,block:166:1112,166,1112,32,plot,0.125,m2,2014,seeding,
plot:166:1112:42,block:166:1112,166,1112,42,plot,0.125,m2,2014,seeding,
plot:166:1112:52,block:166:1112,166,1112,52,plot,0.125,m2,2014,seeding,
block:166:1113,,166,1113,,block,,m2,2014,seeding,
plot:166:1113:13,block:166:1113,166,1113,13,plot,0.125,m2,2014,seeding,
plot:166:1113:23,block:166:1113,166,1113,23,plot,0.125,m2,2014,seeding,
plot:166:1113:33,block:166:1113,166,1113,33,plot,0.125,m2,2014,seeding,
plot:166:1113:43,block:166:1113,166,1113,43,plot,0.125,m2,2014,seeding,
plot:166:1113:53,block:166:1113,166,1113,53,plot,0.125,m2,2014,seeding,
block:166:1114,,166,1114,,block,,m2,2014,seeding,
plot:166:1114:11,block:166:1114,166,1114,11,plot,0.125,m2,2014,seeding,
plot:166:1114:21,block:166:1114,166,1114,21,plot,0.125,m2,2014,seeding,
plot:166:1114:31,block:166:1114,166,1114,31,plot,0.125,m2,2014,seeding,
plot:166:1114:41,block:166:1114,166,1114,41,plot,0.125,m2,2014,seeding,
plot:166:1114:51,block:166:1114,166,1114,51,plot,0.125,m2,2014,seeding,
block:166:1115,,166,1115,,block,,m2,2014,seeding,
plot:166:1115:13,block:166:1115,166,1115,13,plot,0.125,m2,2014,seeding,
plot:166:1115:23,block:166:1115,166,1115,23,plot,0.125,m2,2014,seeding,
plot:166:1115:33,block:166:1115,166,1115,33,plot,0.125,m2,2014,seeding,
plot:166:1115:43,block:166:1115,166,1115,43,plot,0.125,m2,2014,seeding,
plot:166:1115:53,block:166:1115,166,1115,53,plot,0.125,m2,2014,seeding,
block:166:1116,,166,1116,,block,,m2,2014,seeding,
plot:166:1116:12,block:166:1116,166,1116,12,plot,0.125,m2,2014,seeding,
plot:166:1116:22,block:166:1116,166,1116,22,plot,0.125,m2,2014,seeding,
plot:166:1116:32,block:166:1116,166,1116,32,plot,0.125,m2,2014,seeding,
plot:166:1116:42,block:166:1116,166,1116,42,plot,0.125,m2,2014,seeding,
plot:166:1116:52,block:166:1116,166,1116,52,plot,0.125,m2,2014,seeding,
block:166:1117,,166,1117,,block,,m2,2014,seeding,
plot:166:1117:111,block:166:1117,166,1117,111,plot,0.125,m2,2014,seeding,
plot:166:1117:121,block:166:1117,166,1117,121,plot,0.125,m2,2014,seeding,
plot:166:1117:131,block:166:1117,166,1117,131,plot,0.125,m2,2014,seeding,
plot:166:1117:141,block:166:1117,166,1117,141,plot,0.125,m2,2014,seeding,
plot:166:1117:151,block:166:1117,166,1117,151,plot,0.125,m2,2014,seeding,
block:166:1118,,166,1118,,block,,m2,2014,seeding,
plot:166:1118:111,block:166:1118,166,1118,111,plot,0.125,m2,2014,seeding,
plot:166:1118:121,block:166:1118,166,1118,121,plot,0.125,m2,2014,seeding,
plot:166:1118:131,block:166:1118,166,1118,131,plot,0.125,m2,2014,seeding,
plot:166:1118:141,block:166:1118,166,1118,141,plot,0.125,m2,2014,seeding,
plot:166:1118:151,block:166:1118,166,1118,151,plot,0.125,m2,2014,seeding,
block:166:11201,,166,11201,,block,,m2,2014,seeding,
plot:166:11201:133,block:166:11201,166,11201,133,plot,0.25,m2,2014,seeding,
plot:166:11201:173,block:166:11201,166,11201,173,plot,0.25,m2,2014,seeding,
plot:166:11201:23,block:166:11201,166,11201,23,plot,0.25,m2,2014,seeding,
plot:166:11201:63,block:166:11201,166,11201,63,plot,0.25,m2,2014,seeding,
plot:166:11201:93,block:166:11201,166,11201,93,plot,0.25,m2,2014,seeding,
block:166:11207,,166,11207,,block,,m2,2014,seeding,
plot:166:11207:102,block:166:11207,166,11207,102,plot,0.25,m2,2014,seeding,
plot:166:11207:142,block:166:11207,166,11207,142,plot,0.25,m2,2014,seeding,
plot:166:11207:182,block:166:11207,166,11207,182,plot,0.25,m2,2014,seeding,
plot:166:11207:22,block:166:11207,166,11207,22,plot,0.25,m2,2014,seeding,
plot:166:11207:62,block:166:11207,166,11207,62,plot,0.25,m2,2014,seeding,
block:166:11208,,166,11208,,block,,m2,2014,seeding,
plot:166:11208:101,block:166:11208,166,11208,101,plot,0.25,m2,2014,seeding,
plot:166:11208:141,block:166:11208,166,11208,141,plot,0.25,m2,2014,seeding,
plot:166:11208:181,block:166:11208,166,11208,181,plot,0.25,m2,2014,seeding,
plot:166:11208:21,block:166:11208,166,11208,21,plot,0.25,m2,2014,seeding,
plot:166:11208:61,block:166:11208,166,11208,61,plot,0.25,m2,2014,seeding,
block:166:11210,,166,11210,,block,,m2,2014,seeding,
plot:166:11210:423,block:166:11210,166,11210,423,plot,0.25,m2,2014,seeding,
plot:166:11210:463,block:166:11210,166,11210,463,plot,0.25,m2,2014,seeding,
plot:166:11210:503,block:166:11210,166,11210,503,plot,0.25,m2,2014,seeding,
plot:166:11210:543,block:166:11210,166,11210,543,plot,0.25,m2,2014,seeding,
plot:166:11210:583,block:166:11210,166,11210,583,plot,0.25,m2,2014,seeding,
block:166:11216,,166,11216,,block,,m2,2014,seeding,
plot:166:11216:102,block:166:11216,166,11216,102,plot,0.25,m2,2014,seeding,
plot:166:11216:142,block:166:11216,166,11216,142,plot,0.25,m2,2014,seeding,
plot:166:11216:182,block:166:11216,166,11216,182,plot,0.25,m2,2014,seeding,
plot:166:11216:22,block:166:11216,166,11216,22,plot,0.25,m2,2014,seeding,
plot:166:11216:62,block:166:11216,166,11216,62,plot,0.25,m2,2014,seeding,
block:166:11217,,166,11217,,block,,m2,2014,seeding,
plot:166:11217:421,block:166:11217,166,11217,421,plot,0.25,m2,2014,seeding,
plot:166:11217:461,block:166:11217,166,11217,461,plot,0.25,m2,2014,seeding,
plot:166:11217:501,block:166:11217,166,11217,501,plot,0.25,m2,2014,seeding,
plot:166:11217:541,block:166:11217,166,11217,541,plot,0.25,m2,2014,seeding,
plot:166:11217:581,block:166:11217,166,11217,581,plot,0.25,m2,2014,seeding,
block:166:11301,,166,11301,,block,,m2,2014,seeding,
plot:166:11301:422,block:166:11301,166,11301,422,plot,0.25,m2,2014,seeding,
plot:166:11301:462,block:166:11301,166,11301,462,plot,0.25,m2,2014,seeding,
plot:166:11301:502,block:166:11301,166,11301,502,plot,0.25,m2,2014,seeding,
plot:166:11301:542,block:166:11301,166,11301,542,plot,0.25,m2,2014,seeding,
plot:166:11301:582,block:166:11301,166,11301,582,plot,0.25,m2,2014,seeding,
block:166:11302,,166,11302,,block,,m2,2014,seeding,
plot:166:11302:421,block:166:11302,166,11302,421,plot,0.25,m2,2014,seeding,
plot:166:11302:461,block:166:11302,166,11302,461,plot,0.25,m2,2014,seeding,
plot:166:11302:501,block:166:11302,166,11302,501,plot,0.25,m2,2014,seeding,
plot:166:11302:541,block:166:11302,166,11302,541,plot,0.25,m2,2014,seeding,
plot:166:11302:581,block:166:11302,166,11302,581,plot,0.25,m2,2014,seeding,
block:166:11303,,166,11303,,block,,m2,2014,seeding,
plot:166:11303:103,block:166:11303,166,11303,103,plot,0.25,m2,2014,seeding,
plot:166:11303:143,block:166:11303,166,11303,143,plot,0.25,m2,2014,seeding,
plot:166:11303:183,block:166:11303,166,11303,183,plot,0.25,m2,2014,seeding,
plot:166:11303:23,block:166:11303,166,11303,23,plot,0.25,m2,2014,seeding,
plot:166:11303:63,block:166:11303,166,11303,63,plot,0.25,m2,2014,seeding,
block:166:11304,,166,11304,,block,,m2,2014,seeding,
plot:166:11304:422,block:166:11304,166,11304,422,plot,0.25,m2,2014,seeding,
plot:166:11304:462,block:166:11304,166,11304,462,plot,0.25,m2,2014,seeding,
plot:166:11304:502,block:166:11304,166,11304,502,plot,0.25,m2,2014,seeding,
plot:166:11304:542,block:166:11304,166,11304,542,plot,0.25,m2,2014,seeding,
plot:166:11304:582,block:166:11304,166,11304,582,plot,0.25,m2,2014,seeding,
block:166:11305,,166,11305,,block,,m2,2014,seeding,
plot:166:11305:421,block:166:11305,166,11305,421,plot,0.25,m2,2014,seeding,
plot:166:11305:461,block:166:11305,166,11305,461,plot,0.25,m2,2014,seeding,
plot:166:11305:501,block:166:11305,166,11305,501,plot,0.25,m2,2014,seeding,
plot:166:11305:541,block:166:11305,166,11305,541,plot,0.25,m2,2014,seeding,
plot:166:11305:581,block:166:11305,166,11305,581,plot,0.25,m2,2014,seeding,
block:166:11306,,166,11306,,block,,m2,2014,seeding,
plot:166:11306:413,block:166:11306,166,11306,413,plot,0.25,m2,2014,seeding,
plot:166:11306:453,block:166:11306,166,11306,453,plot,0.25,m2,2014,seeding,
plot:166:11306:483,block:166:11306,166,11306,483,plot,0.25,m2,2014,seeding,
plot:166:11306:523,block:166:11306,166,11306,523,plot,0.25,m2,2014,seeding,
plot:166:11306:563,block:166:11306,166,11306,563,plot,0.25,m2,2014,seeding,
block:166:11307,,166,11307,,block,,m2,2014,seeding,
plot:166:11307:422,block:166:11307,166,11307,422,plot,0.25,m2,2014,seeding,
plot:166:11307:462,block:166:11307,166,11307,462,plot,0.25,m2,2014,seeding,
plot:166:11307:502,block:166:11307,166,11307,502,plot,0.25,m2,2014,seeding,
plot:166:11307:542,block:166:11307,166,11307,542,plot,0.25,m2,2014,seeding,
plot:166:11307:582,block:166:11307,166,11307,582,plot,0.25,m2,2014,seeding,
block:166:11308,,166,11308,,block,,m2,2014,seeding,
plot:166:11308:103,block:166:11308,166,11308,103,plot,0.25,m2,2014,seeding,
plot:166:11308:143,block:166:11308,166,11308,143,plot,0.25,m2,2014,seeding,
plot:166:11308:183,block:166:11308,166,11308,183,plot,0.25,m2,2014,seeding,
plot:166:11308:23,block:166:11308,166,11308,23,plot,0.25,m2,2014,seeding,
plot:166:11308:63,block:166:11308,166,11308,63,plot,0.25,m2,2014,seeding,
block:166:11309,,166,11309,,block,,m2,2014,seeding,
plot:166:11309:461,block:166:11309,166,11309,461,plot,0.25,m2,2014,seeding,
plot:166:11309:501,block:166:11309,166,11309,501,plot,0.25,m2,2014,seeding,
plot:166:11309:541,block:166:11309,166,11309,541,plot,0.25,m2,2014,seeding,
plot:166:11309:581,block:166:11309,166,11309,581,plot,0.25,m2,2014,seeding,
plot:166:11309:621,block:166:11309,166,11309,621,plot,0.25,m2,2014,seeding,
block:166:11310,,166,11310,,block,,m2,2014,seeding,
plot:166:11310:422,block:166:11310,166,11310,422,plot,0.25,m2,2014,seeding,
plot:166:11310:462,block:166:11310,166,11310,462,plot,0.25,m2,2014,seeding,
plot:166:11310:502,block:166:11310,166,11310,502,plot,0.25,m2,2014,seeding,
plot:166:11310:542,block:166:11310,166,11310,542,plot,0.25,m2,2014,seeding,
plot:166:11310:582,block:166:11310,166,11310,582,plot,0.25,m2,2014,seeding,
block:166:11311,,166,11311,,block,,m2,2014,seeding,
plot:166:11311:423,block:166:11311,166,11311,423,plot,0.25,m2,2014,seeding,
plot:166:11311:463,block:166:11311,166,11311,463,plot,0.25,m2,2014,seeding,
plot:166:11311:503,block:166:11311,166,11311,503,plot,0.25,m2,2014,seeding,
plot:166:11311:543,block:166:11311,166,11311,543,plot,0.25,m2,2014,seeding,
plot:166:11311:583,block:166:11311,166,11311,583,plot,0.25,m2,2014,seeding,
block:166:11312,,166,11312,,block,,m2,2014,seeding,
plot:166:11312:101,block:166:11312,166,11312,101,plot,0.25,m2,2014,seeding,
plot:166:11312:141,block:166:11312,166,11312,141,plot,0.25,m2,2014,seeding,
plot:166:11312:181,block:166:11312,166,11312,181,plot,0.25,m2,2014,seeding,
plot:166:11312:21,block:166:11312,166,11312,21,plot,0.25,m2,2014,seeding,
plot:166:11312:61,block:166:11312,166,11312,61,plot,0.25,m2,2014,seeding,
block:166:11401,,166,11401,,block,,m2,2014,seeding,
plot:166:11401:422,block:166:11401,166,11401,422,plot,0.25,m2,2014,seeding,
plot:166:11401:462,block:166:11401,166,11401,462,plot,0.25,m2,2014,seeding,
plot:166:11401:502,block:166:11401,166,11401,502,plot,0.25,m2,2014,seeding,
plot:166:11401:542,block:166:11401,166,11401,542,plot,0.25,m2,2014,seeding,
plot:166:11401:582,block:166:11401,166,11401,582,plot,0.25,m2,2014,seeding,
block:166:11402,,166,11402,,block,,m2,2014,seeding,
plot:166:11402:101,block:166:11402,166,11402,101,plot,0.25,m2,2014,seeding,
plot:166:11402:141,block:166:11402,166,11402,141,plot,0.25,m2,2014,seeding,
plot:166:11402:181,block:166:11402,166,11402,181,plot,0.25,m2,2014,seeding,
plot:166:11402:21,block:166:11402,166,11402,21,plot,0.25,m2,2014,seeding,
plot:166:11402:61,block:166:11402,166,11402,61,plot,0.25,m2,2014,seeding,
block:166:11403,,166,11403,,block,,m2,2014,seeding,
plot:166:11403:423,block:166:11403,166,11403,423,plot,0.25,m2,2014,seeding,
plot:166:11403:463,block:166:11403,166,11403,463,plot,0.25,m2,2014,seeding,
plot:166:11403:503,block:166:11403,166,11403,503,plot,0.25,m2,2014,seeding,
plot:166:11403:543,block:166:11403,166,11403,543,plot,0.25,m2,2014,seeding,
plot:166:11403:583,block:166:11403,166,11403,583,plot,0.25,m2,2014,seeding,
block:166:11404,,166,11404,,block,,m2,2014,seeding,
plot:166:11404:102,block:166:11404,166,11404,102,plot,0.25,m2,2014,seeding,
plot:166:11404:142,block:166:11404,166,11404,142,plot,0.25,m2,2014,seeding,
plot:166:11404:182,block:166:11404,166,11404,182,plot,0.25,m2,2014,seeding,
plot:166:11404:22,block:166:11404,166,11404,22,plot,0.25,m2,2014,seeding,
plot:166:11404:62,block:166:11404,166,11404,62,plot,0.25,m2,2014,seeding,
block:166:11405,,166,11405,,block,,m2,2014,seeding,
plot:166:11405:421,block:166:11405,166,11405,421,plot,0.25,m2,2014,seeding,
plot:166:11405:461,block:166:11405,166,11405,461,plot,0.25,m2,2014,seeding,
plot:166:11405:501,block:166:11405,166,11405,501,plot,0.25,m2,2014,seeding,
plot:166:11405:541,block:166:11405,166,11405,541,plot,0.25,m2,2014,seeding,
plot:166:11405:581,block:166:11405,166,11405,581,plot,0.25,m2,2014,seeding,
block:166:11406,,166,11406,,block,,m2,2014,seeding,
plot:166:11406:423,block:166:11406,166,11406,423,plot,0.25,m2,2014,seeding,
plot:166:11406:463,block:166:11406,166,11406,463,plot,0.25,m2,2014,seeding,
plot:166:11406:503,block:166:11406,166,11406,503,plot,0.25,m2,2014,seeding,
plot:166:11406:543,block:166:11406,166,11406,543,plot,0.25,m2,2014,seeding,
plot:166:11406:583,block:166:11406,166,11406,583,plot,0.25,m2,2014,seeding,
block:166:11407,,166,11407,,block,,m2,2014,seeding,
plot:166:11407:422,block:166:11407,166,11407,422,plot,0.25,m2,2014,seeding,
plot:166:11407:462,block:166:11407,166,11407,462,plot,0.25,m2,2014,seeding,
plot:166:11407:502,block:166:11407,166,11407,502,plot,0.25,m2,2014,seeding,
plot:166:11407:542,block:166:11407,166,11407,542,plot,0.25,m2,2014,seeding,
plot:166:11407:582,block:166:11407,166,11407,582,plot,0.25,m2,2014,seeding,
block:166:11408,,166,11408,,block,,m2,2014,seeding,
plot:166:11408:423,block:166:11408,166,11408,423,plot,0.25,m2,2014,seeding,
plot:166:11408:463,block:166:11408,166,11408,463,plot,0.25,m2,2014,seeding,
plot:166:11408:503,block:166:11408,166,11408,503,plot,0.25,m2,2014,seeding,
plot:166:11408:543,block:166:11408,166,11408,543,plot,0.25,m2,2014,seeding,
plot:166:11408:583,block:166:11408,166,11408,583,plot,0.25,m2,2014,seeding,
block:166:11409,,166,11409,,block,,m2,2014,seeding,
plot:166:11409:421,block:166:11409,166,11409,421,plot,0.25,m2,2014,seeding,
plot:166:11409:461,block:166:11409,166,11409,461,plot,0.25,m2,2014,seeding,
plot:166:11409:501,block:166:11409,166,11409,501,plot,0.25,m2,2014,seeding,
plot:166:11409:541,block:166:11409,166,11409,541,plot,0.25,m2,2014,seeding,
plot:166:11409:581,block:166:11409,166,11409,581,plot,0.25,m2,2014,seeding,
block:166:11410,,166,11410,,block,,m2,2014,seeding,
plot:166:11410:102,block:166:11410,166,11410,102,plot,0.25,m2,2014,seeding,
plot:166:11410:132,block:166:11410,166,11410,132,plot,0.25,m2,2014,seeding,
plot:166:11410:172,block:166:11410,166,11410,172,plot,0.25,m2,2014,seeding,
plot:166:11410:22,block:166:11410,166,11410,22,plot,0.25,m2,2014,seeding,
plot:166:11410:62,block:166:11410,166,11410,62,plot,0.25,m2,2014,seeding,
block:166:11411,,166,11411,,block,,m2,2014,seeding,
plot:166:11411:103,block:166:11411,166,11411,103,plot,0.25,m2,2014,seeding,
plot:166:11411:183,block:166:11411,166,11411,183,plot,0.25,m2,2014,seeding,
plot:166:11411:23,block:166:11411,166,11411,23,plot,0.25,m2,2014,seeding,
plot:166:11411:233,block:166:11411,166,11411,233,plot,0.25,m2,2014,seeding,
plot:166:11411:63,block:166:11411,166,11411,63,plot,0.25,m2,2014,seeding,
block:166:11412,,166,11412,,block,,m2,2014,seeding,
plot:166:11412:421,block:166:11412,166,11412,421,plot,0.25,m2,2014,seeding,
plot:166:11412:461,block:166:11412,166,11412,461,plot,0.25,m2,2014,seeding,
plot:166:11412:501,block:166:11412,166,11412,501,plot,0.25,m2,2014,seeding,
plot:166:11412:541,block:166:11412,166,11412,541,plot,0.25,m2,2014,seeding,
plot:166:11412:581,block:166:11412,166,11412,581,plot,0.25,m2,2014,seeding,
block:166:11501,,166,11501,,block,,m2,2014,seeding,
plot:166:11501:423,block:166:11501,166,11501,423,plot,0.25,m2,2014,seeding,
plot:166:11501:463,block:166:11501,166,11501,463,plot,0.25,m2,2014,seeding,
plot:166:11501:503,block:166:11501,166,11501,503,plot,0.25,m2,2014,seeding,
plot:166:11501:543,block:166:11501,166,11501,543,plot,0.25,m2,2014,seeding,
plot:166:11501:583,block:166:11501,166,11501,583,plot,0.25,m2,2014,seeding,
block:166:11507,,166,11507,,block,,m2,2014,seeding,
plot:166:11507:422,block:166:11507,166,11507,422,plot,0.25,m2,2014,seeding,
plot:166:11507:462,block:166:11507,166,11507,462,plot,0.25,m2,2014,seeding,
plot:166:11507:502,block:166:11507,166,11507,502,plot,0.25,m2,2014,seeding,
plot:166:11507:542,block:166:11507,166,11507,542,plot,0.25,m2,2014,seeding,
plot:166:11507:582,block:166:11507,166,11507,582,plot,0.25,m2,2014,seeding,
