area_key,parent_area_key,siteid,source_block,source_replicate,type,size,units,restoration_start_year,restoration_type,disturbance_end_year
plot:166:708:41,block:166:708,166,708,41,plot,0.125,m2,2014,seeding,
block:166:709,,166,709,,block,,m2,2014,seeding,
plot:166:709:121,block:166:709,166,709,121,plot,0.125,m2,2014,seeding,
plot:166:709:141,block:166:709,166,709,141,plot,0.125,m2,2014,seeding,
block:166:710,,166,710,,block,,m2,2014,seeding,
plot:166:710:123,block:166:710,166,710,123,plot,0.125,m2,2014,seeding,
plot:166:710:143,block:166:710,166,710,143,plot,0.125,m2,2014,seeding,
block:166:711,,166,711,,block,,m2,2014,seeding,
plot:166:711:122,block:166:711,166,711,122,plot,0.125,m2,2014,seeding,
plot:166:711:142,block:166:711,166,711,142,plot,0.125,m2,2014,seeding,
block:166:712,,166,712,,block,,m2,2014,seeding,
plot:166:712:122,block:166:712,166,712,122,plot,0.125,m2,2014,seeding,
plot:166:712:142,block:166:712,166,712,142,plot,0.125,m2,2014,seeding,
block:166:713,,166,713,,block,,m2,2014,seeding,
plot:166:713:123,block:166:713,166,713,123,plot,0.125,m2,2014,seeding,
plot:166:713:143,block:166:713,166,713,143,plot,0.125,m2,2014,seeding,
block:166:714,,166,714,,block,,m2,2014,seeding,
plot:166:714:21,block:166:714,166,714,21,plot,0.125,m2,2014,seeding,
plot:166:714:41,block:166:714,166,714,41,plot,0.125,m2,2014,seeding,
block:166:715,,166,715,,block,,m2,2014,seeding,
plot:166:715:123,block:166:715,166,715,123,plot,0.125,m2,2014,seeding,
plot:166:715:143,block:166:715,166,715,143,plot,0.125,m2,2014,seeding,
block:166:716,,166,716,,block,,m2,2014,seeding,
plot:166:716:122,block:166:716,166,716,122,plot,0.125,m2,2014,seeding,
plot:166:716:142,block:166:716,166,716,142,plot,0.125,m2,2014,seeding,
block:166:717,,166,717,,block,,m2,2014,seeding,
plot:166:717:21,block:166:717,166,717,21,plot,0.125,m2,2014,seeding,
plot:166:717:41,block:166:717,166,717,41,plot,0.125,m2,2014,seeding,
block:166:718,,166,718,,block,,m2,2014,seeding,
plot:166:718:121,block:166:718,166,718,121,plot,0.125,m2,2014,seeding,
plot:166:718:141,block:166:718,166,718,141,plot,0.125,m2,2014,seeding,
block:166:801,,166,801,,block,,m2,2014,seeding,
plot:166:801:23,block:166:801,166,801,23,plot,0.125,m2,2014,seeding,
plot:166:801:43,block:166:801,166,801,43,plot,0.125,m2,2014,seeding,
block:166:802,,166,802,,block,,m2,2014,seeding,
plot:166:802:122,block:166:802,166,802,122,plot,0.125,m2,2014,seeding,
plot:166:802:142,block:166:802,166,802,142,plot,0.125,m2,2014,seeding,
block:166:803,,166,803,,block,,m2,2014,seeding,
plot:166:803:22,block:166:803,166,803,22,plot,0.125,m2,2014,seeding,
plot:166:803:42,block:166:803,166,803,42,plot,0.125,m2,2014,seeding,
block:166:804,,166,804,,block,,m2,2014,seeding,
plot:166:804:123,block:166:804,166,804,123,plot,0.125,m2,2014,seeding,
plot:166:804:143,block:166:804,166,804,143,plot,0.125,m2,2014,seeding,
block:166:805,,166,805,,block,,m2,2014,seeding,
plot:166:805:121,block:166:805,166,805,121,plot,0.125,m2,2014,seeding,
plot:166:805:141,block:166:805,166,805,141,plot,0.125,m2,2014,seeding,
block:166:806,,166,806,,block,,m2,2014,seeding,
plot:166:806:23,block:166:806,166,806,23,plot,0.125,m2,2014,seeding,
plot:166:806:43,block:166:806,166,806,43,plot,0.125,m2,2014,seeding,
block:166:808,,166,808,,block,,m2,2014,seeding,
plot:166:808:121,block:166:808,166,808,121,plot,0.125,m2,2014,seeding,
plot:166:808:141,block:166:808,166,808,141,plot,0.125,m2,2014,seeding,
block:166:809,,166,809,,block,,m2,2014,seeding,
plot:166:809:121,block:166:809,166,809,121,plot,0.125,m2,2014,seeding,
plot:166:809:141,block:166:809,166,809,141,plot,0.125,m2,2014,seeding,
block:166:810,,166,810,,block,,m2,2014,seeding,
plot:166:810:123,block:166:810,166,810,123,plot,0.125,m2,2014,seeding,
plot:166:810:143,block:166:810,166,810,143,plot,0.125,m2,2014,seeding,
block:166:811,,166,811,,block,,m2,2014,seeding,
plot:166:811:22,block:166:811,166,811,22,plot,0.125,m2,2014,seeding,
plot:166:811:42,block:166:811,166,811,42,plot,0.125,m2,2014,seeding,
block:166:812,,166,812,,block,,m2,2014,seeding,
plot:166:812:22,block:166:812,166,812,22,plot,0.125,m2,2014,seeding,
plot:166:812:42,block:166:812,166,812,42,plot,0.125,m2,2014,seeding,
block:166:813,,166,813,,block,,m2,2014,seeding,
plot:166:813:123,block:166:813,166,813,123,plot,0.125,m2,2014,seeding,
plot:166:813:143,block:166:813,166,813,143,plot,0.125,m2,2014,seeding,
block:166:814,,166,814,,block,,m2,2014,seeding,
plot:166:814:21,block:166:814,166,814,21,plot,0.125,m2,2014,seeding,
plot:166:814:41,block:166:814,166,814,41,plot,0.125,m2,2014,seeding,
block:166:815,,166,815,,block,,m2,2014,seeding,
plot:166:815:23,block:166:815,166,815,23,plot,0.125,m2,2014,seeding,
plot:166:815:43,block:166:815,166,815,43,plot,0.125,m2,2014,seeding,
block:166:816,,166,816,,block,,m2,2014,seeding,
plot:166:816:22,block:166:816,166,816,22,plot,0.125,m2,2014,seeding,
plot:166:816:42,block:166:816,166,816,42,plot,0.125,m2,2014,seeding,
block:166:817,,166,817,,block,,m2,2014,seeding,
plot:166:817:21,block:166:817,166,817,21,plot,0.125,m2,2014,seeding,
plot:166:817:41,block:166:817,166,817,41,plot,0.125,m2,2014,seeding,
block:166:818,,166,818,,block,,m2,2014,seeding,
plot:166:818:21,block:166:818,166,818,21,plot,0.125,m2,2014,seeding,
plot:166:818:41,block:166:818,166,818,41,plot,0.125,m2,2014,seeding,
